type,size
DIDSON,50
DIDSON,56
DIDSON,45
DIDSON,58
DIDSON,57
DIDSON,65
DIDSON,55
DIDSON,42
DIDSON,37
DIDSON,49
DIDSON,40
DIDSON,37
DIDSON,46
DIDSON,36
DIDSON,52
DIDSON,70
DIDSON,50
DIDSON,75
DIDSON,34
DIDSON,37
DIDSON,58
DIDSON,47
DIDSON,47
DIDSON,44
DIDSON,67
DIDSON,62
DIDSON,40
DIDSON,65
DIDSON,53
DIDSON,47
DIDSON,50
DIDSON,33
DIDSON,50
DIDSON,63
DIDSON,35
DIDSON,66
DIDSON,31
DIDSON,58
DIDSON,47
DIDSON,48
DIDSON,45
DIDSON,47
DIDSON,51
DIDSON,54
DIDSON,54
DIDSON,52
DIDSON,48
DIDSON,45
DIDSON,74
DIDSON,49
DIDSON,47
DIDSON,51
DIDSON,40
DIDSON,46
DIDSON,58
DIDSON,58
DIDSON,78
DIDSON,36
DIDSON,48
DIDSON,50
DIDSON,35
DIDSON,54
DIDSON,40
DIDSON,31
DIDSON,56
DIDSON,29
DIDSON,42
DIDSON,36
DIDSON,59
DIDSON,35
DIDSON,57
DIDSON,41
DIDSON,46
DIDSON,56
DIDSON,50
DIDSON,52
DIDSON,35
DIDSON,53
DIDSON,52
DIDSON,41
DIDSON,50
DIDSON,58
DIDSON,51
DIDSON,51
DIDSON,48
DIDSON,55
DIDSON,40
DIDSON,62
DIDSON,55
DIDSON,55
DIDSON,52
DIDSON,40
DIDSON,55
DIDSON,55
DIDSON,55
DIDSON,55
DIDSON,55
DIDSON,55
DIDSON,55
DIDSON,47
DIDSON,50
DIDSON,49
DIDSON,50
DIDSON,51
DIDSON,51
DIDSON,55
DIDSON,51
DIDSON,53
DIDSON,46
DIDSON,52
DIDSON,50
DIDSON,65
DIDSON,42
DIDSON,50
DIDSON,51
DIDSON,55
DIDSON,51
DIDSON,52
DIDSON,52
DIDSON,53
DIDSON,50
DIDSON,50
DIDSON,50
DIDSON,49
DIDSON,41
DIDSON,56
DIDSON,50
DIDSON,51
DIDSON,55
DIDSON,55
DIDSON,55
DIDSON,53
DIDSON,47
DIDSON,47
DIDSON,47
DIDSON,53
DIDSON,50
DIDSON,52
DIDSON,52
DIDSON,51
DIDSON,56
DIDSON,50
DIDSON,50
DIDSON,82
DIDSON,57
DIDSON,49
DIDSON,63
DIDSON,53
DIDSON,57
DIDSON,47
DIDSON,62
DIDSON,64
DIDSON,44
DIDSON,72
DIDSON,63
DIDSON,58
DIDSON,57
DIDSON,77
DIDSON,46
DIDSON,57
DIDSON,52
DIDSON,60
DIDSON,63
DIDSON,58
DIDSON,47
DIDSON,54
DIDSON,57
DIDSON,57
DIDSON,48
DIDSON,43
DIDSON,57
DIDSON,49
DIDSON,62
DIDSON,68
DIDSON,69
DIDSON,63
DIDSON,46
DIDSON,53
DIDSON,72
DIDSON,34
DIDSON,60
DIDSON,56
DIDSON,57
DIDSON,51
DIDSON,71
DIDSON,64
DIDSON,54
DIDSON,46
DIDSON,55
DIDSON,78
DIDSON,59
DIDSON,59
DIDSON,54
DIDSON,58
DIDSON,60
DIDSON,67
DIDSON,64
DIDSON,54
DIDSON,73
DIDSON,66
DIDSON,58
DIDSON,50
DIDSON,83
DIDSON,86
DIDSON,52
DIDSON,72
DIDSON,57
DIDSON,58
DIDSON,69
DIDSON,60
DIDSON,52
DIDSON,41
DIDSON,46
DIDSON,49
DIDSON,49
DIDSON,61
DIDSON,54
DIDSON,57
DIDSON,48
DIDSON,40
DIDSON,63
DIDSON,69
DIDSON,74
DIDSON,77
DIDSON,51
DIDSON,72
DIDSON,63
DIDSON,48
DIDSON,59
DIDSON,65
DIDSON,61
DIDSON,53
DIDSON,43
DIDSON,51
DIDSON,47
DIDSON,44
DIDSON,53
DIDSON,40
DIDSON,54
DIDSON,53
DIDSON,50
DIDSON,57
DIDSON,81
DIDSON,47
DIDSON,65
DIDSON,67
DIDSON,51
DIDSON,54
DIDSON,66
DIDSON,58
DIDSON,42
DIDSON,41
DIDSON,40
DIDSON,50
DIDSON,71
DIDSON,53
DIDSON,51
DIDSON,57
DIDSON,53
DIDSON,70
DIDSON,44
DIDSON,50
DIDSON,47
DIDSON,58
DIDSON,48
DIDSON,55
DIDSON,51
DIDSON,48
DIDSON,48
DIDSON,41
DIDSON,44
DIDSON,46
DIDSON,47
DIDSON,48
DIDSON,76
DIDSON,57
DIDSON,36
DIDSON,72
DIDSON,57
DIDSON,48
DIDSON,51
DIDSON,44
DIDSON,37
DIDSON,51
DIDSON,41
DIDSON,48
DIDSON,46
DIDSON,47
DIDSON,45
DIDSON,46
DIDSON,50
DIDSON,52
DIDSON,40
DIDSON,33
DIDSON,63
DIDSON,43
DIDSON,40
DIDSON,43
DIDSON,58
DIDSON,58
DIDSON,58
DIDSON,40
DIDSON,54
DIDSON,50
DIDSON,40
DIDSON,40
DIDSON,40
DIDSON,44
DIDSON,44
DIDSON,37
DIDSON,40
DIDSON,65
DIDSON,65
DIDSON,41
DIDSON,38
DIDSON,38
DIDSON,51
DIDSON,52
DIDSON,52
DIDSON,40
DIDSON,40
DIDSON,46
DIDSON,48
DIDSON,44
DIDSON,35
DIDSON,64
DIDSON,66
DIDSON,38
DIDSON,45
DIDSON,38
DIDSON,65
DIDSON,35
DIDSON,69
DIDSON,48
DIDSON,44
DIDSON,38
DIDSON,41
DIDSON,47
DIDSON,46
DIDSON,40
DIDSON,39
DIDSON,46
DIDSON,39
DIDSON,42
DIDSON,41
DIDSON,34
DIDSON,39
DIDSON,38
DIDSON,40
DIDSON,72
DIDSON,29
DIDSON,36
DIDSON,46
DIDSON,42
DIDSON,44
DIDSON,35
DIDSON,32
DIDSON,42
DIDSON,39
DIDSON,40
DIDSON,42
DIDSON,41
DIDSON,41
DIDSON,41
DIDSON,39
DIDSON,46
DIDSON,34
DIDSON,33
DIDSON,41
DIDSON,40
DIDSON,40
DIDSON,37
DIDSON,47
DIDSON,40
DIDSON,40
DIDSON,32
DIDSON,36
DIDSON,48
DIDSON,43
DIDSON,43
DIDSON,41
DIDSON,47
DIDSON,43
DIDSON,35
DIDSON,38
DIDSON,46
DIDSON,35
DIDSON,39
DIDSON,36
DIDSON,40
DIDSON,52
DIDSON,44
DIDSON,45
DIDSON,37
DIDSON,35
DIDSON,33
DIDSON,41
DIDSON,46
DIDSON,32
DIDSON,36
DIDSON,46
DIDSON,38
DIDSON,45
DIDSON,53
DIDSON,47
DIDSON,36
DIDSON,47
DIDSON,42
DIDSON,39
DIDSON,46
DIDSON,30
DIDSON,34
DIDSON,48
DIDSON,39
DIDSON,36
DIDSON,48
DIDSON,56
DIDSON,40
DIDSON,43
DIDSON,43
DIDSON,43
DIDSON,50
DIDSON,61
DIDSON,52
DIDSON,48
DIDSON,51
DIDSON,52
DIDSON,50
DIDSON,53
DIDSON,53
DIDSON,57
DIDSON,58
DIDSON,52
DIDSON,45
DIDSON,43
DIDSON,53
DIDSON,50
DIDSON,46
DIDSON,46
DIDSON,46
DIDSON,48
DIDSON,55
DIDSON,44
DIDSON,44
DIDSON,54
DIDSON,49
DIDSON,57
DIDSON,42
DIDSON,56
DIDSON,53
DIDSON,44
DIDSON,49
DIDSON,44
DIDSON,43
DIDSON,53
DIDSON,47
DIDSON,52
DIDSON,55
DIDSON,65
DIDSON,61
DIDSON,65
DIDSON,71
DIDSON,67
DIDSON,55
DIDSON,69
DIDSON,62
DIDSON,60
DIDSON,67
DIDSON,57
DIDSON,51
DIDSON,48
DIDSON,50
DIDSON,39
DIDSON,40
DIDSON,33
DIDSON,46
DIDSON,63
DIDSON,72
DIDSON,68
DIDSON,58
DIDSON,67
DIDSON,53
DIDSON,54
DIDSON,57
DIDSON,69
DIDSON,54
DIDSON,84
DIDSON,62
DIDSON,75
DIDSON,54
DIDSON,40
DIDSON,34
DIDSON,70
DIDSON,63
DIDSON,35
DIDSON,58
DIDSON,45
DIDSON,71
DIDSON,52
DIDSON,38
DIDSON,57
DIDSON,42
DIDSON,59
DIDSON,32
DIDSON,66
DIDSON,70
DIDSON,70
DIDSON,70
DIDSON,70
DIDSON,40
DIDSON,57
DIDSON,46
DIDSON,61
DIDSON,51
DIDSON,57
DIDSON,59
DIDSON,58
DIDSON,52
DIDSON,43
DIDSON,48
DIDSON,34
DIDSON,52
DIDSON,58
DIDSON,45
DIDSON,45
DIDSON,57
DIDSON,56
DIDSON,48
DIDSON,54
DIDSON,40
DIDSON,56
DIDSON,40
DIDSON,50
DIDSON,44
DIDSON,57
DIDSON,45
DIDSON,56
DIDSON,62
DIDSON,47
DIDSON,45
DIDSON,44
DIDSON,55
DIDSON,55
DIDSON,55
DIDSON,40
DIDSON,54
DIDSON,37
DIDSON,48
DIDSON,50
DIDSON,40
DIDSON,50
DIDSON,42
DIDSON,49
DIDSON,52
DIDSON,49
DIDSON,42
DIDSON,44
DIDSON,40
DIDSON,53
DIDSON,52
DIDSON,68
DIDSON,59
DIDSON,53
DIDSON,48
DIDSON,57
DIDSON,54
DIDSON,52
DIDSON,43
DIDSON,78
DIDSON,53
DIDSON,50
DIDSON,50
DIDSON,53
DIDSON,62
DIDSON,49
DIDSON,63
DIDSON,56
DIDSON,81
DIDSON,55
DIDSON,50
DIDSON,52
DIDSON,72
DIDSON,43
DIDSON,44
DIDSON,34
DIDSON,59
DIDSON,42
DIDSON,52
DIDSON,77
DIDSON,72
DIDSON,56
DIDSON,53
DIDSON,55
DIDSON,69
DIDSON,59
DIDSON,48
DIDSON,60
DIDSON,57
DIDSON,65
DIDSON,55
DIDSON,59
DIDSON,56
DIDSON,56
DIDSON,68
DIDSON,47
DIDSON,57
DIDSON,55
DIDSON,58
DIDSON,51
DIDSON,51
DIDSON,56
DIDSON,51
DIDSON,56
DIDSON,55
DIDSON,51
DIDSON,54
DIDSON,68
DIDSON,75
DIDSON,48
DIDSON,62
DIDSON,60
DIDSON,61
DIDSON,40
DIDSON,49
DIDSON,65
DIDSON,50
DIDSON,68
DIDSON,55
DIDSON,57
DIDSON,58
DIDSON,60
DIDSON,50
DIDSON,47
DIDSON,53
DIDSON,50
DIDSON,64
DIDSON,62
DIDSON,61
DIDSON,52
DIDSON,56
DIDSON,40
DIDSON,50
DIDSON,42
DIDSON,49
DIDSON,46
DIDSON,65
DIDSON,52
DIDSON,47
DIDSON,52
DIDSON,53
DIDSON,45
DIDSON,41
DIDSON,57
DIDSON,55
DIDSON,45
DIDSON,35
DIDSON,25
DIDSON,40
DIDSON,50
DIDSON,40
DIDSON,53
DIDSON,57
DIDSON,53
DIDSON,50
DIDSON,44
DIDSON,46
DIDSON,53
DIDSON,49
DIDSON,46
DIDSON,29
DIDSON,61
DIDSON,44
DIDSON,34
DIDSON,49
DIDSON,32
DIDSON,32
DIDSON,31
DIDSON,48
DIDSON,53
DIDSON,33
DIDSON,32
DIDSON,40
DIDSON,42
DIDSON,47
DIDSON,47
DIDSON,37
DIDSON,42
DIDSON,33
DIDSON,36
DIDSON,39
DIDSON,43
DIDSON,47
DIDSON,38
DIDSON,38
DIDSON,35
DIDSON,52
DIDSON,36
DIDSON,40
DIDSON,33
DIDSON,40
DIDSON,34
DIDSON,52
DIDSON,46
DIDSON,54
DIDSON,51
DIDSON,49
DIDSON,45
DIDSON,51
DIDSON,48
DIDSON,53
DIDSON,55
DIDSON,52
DIDSON,36
DIDSON,37
DIDSON,46
DIDSON,54
DIDSON,48
DIDSON,43
DIDSON,61
DIDSON,75
DIDSON,60
DIDSON,30
DIDSON,50
DIDSON,68
DIDSON,73
DIDSON,41
DIDSON,63
DIDSON,48
DIDSON,30
DIDSON,53
DIDSON,53
DIDSON,47
DIDSON,43
DIDSON,34
DIDSON,50
DIDSON,42
DIDSON,45
DIDSON,44
DIDSON,49
DIDSON,36
DIDSON,35
DIDSON,46
DIDSON,53
DIDSON,51
DIDSON,68
DIDSON,53
DIDSON,65
DIDSON,40
DIDSON,86
DIDSON,50
DIDSON,74
DIDSON,72
DIDSON,55
DIDSON,58
DIDSON,63
DIDSON,72
DIDSON,58
DIDSON,68
DIDSON,75
DIDSON,63
DIDSON,60
DIDSON,56
DIDSON,50
DIDSON,56
DIDSON,52
DIDSON,50
DIDSON,56
DIDSON,52
DIDSON,59
DIDSON,48
DIDSON,41
DIDSON,54
DIDSON,37
DIDSON,56
DIDSON,45
DIDSON,57
DIDSON,36
DIDSON,41
DIDSON,40
DIDSON,32
DIDSON,36
DIDSON,40
DIDSON,32
DIDSON,46
DIDSON,43
DIDSON,39
DIDSON,53
DIDSON,34
DIDSON,45
DIDSON,38
DIDSON,41
DIDSON,49
DIDSON,68
DIDSON,56
DIDSON,50
DIDSON,54
DIDSON,47
DIDSON,47
DIDSON,47
DIDSON,48
DIDSON,50
DIDSON,40
DIDSON,62
DIDSON,62
DIDSON,65
DIDSON,38
DIDSON,26
DIDSON,57
DIDSON,45
DIDSON,49
DIDSON,42
DIDSON,39
DIDSON,53
DIDSON,40
DIDSON,47
DIDSON,48
DIDSON,49
DIDSON,60
DIDSON,48
DIDSON,78
DIDSON,60
DIDSON,56
DIDSON,56
DIDSON,45
DIDSON,58
DIDSON,59
DIDSON,45
DIDSON,74
DIDSON,61
DIDSON,50
DIDSON,48
DIDSON,50
DIDSON,40
DIDSON,38
DIDSON,43
DIDSON,54
DIDSON,49
DIDSON,41
DIDSON,42
DIDSON,37
DIDSON,44
DIDSON,35
DIDSON,39
DIDSON,49
DIDSON,39
DIDSON,48
DIDSON,40
DIDSON,38
DIDSON,54
DIDSON,37
DIDSON,50
DIDSON,50
DIDSON,49
DIDSON,51
DIDSON,51
DIDSON,43
DIDSON,42
DIDSON,59
DIDSON,56
DIDSON,40
DIDSON,30
DIDSON,61
DIDSON,32
DIDSON,53
DIDSON,54
DIDSON,37
DIDSON,46
DIDSON,47
DIDSON,87
DIDSON,56
DIDSON,52
DIDSON,46
DIDSON,64
DIDSON,60
DIDSON,59
DIDSON,86
DIDSON,56
DIDSON,58
DIDSON,49
DIDSON,54
DIDSON,54
DIDSON,45
DIDSON,39
DIDSON,35
DIDSON,35
DIDSON,38
DIDSON,40
DIDSON,46
DIDSON,50
DIDSON,49
DIDSON,69
DIDSON,38
DIDSON,59
DIDSON,62
DIDSON,57
DIDSON,51
DIDSON,54
DIDSON,52
DIDSON,73
DIDSON,58
TL,62
TL,62.5
TL,60.5
TL,57
TL,63
TL,63
TL,59
TL,58
TL,65.5
TL,58.5
TL,58
TL,58
TL,60.5
TL,54
TL,59
TL,68
TL,60.5
TL,56
TL,63
TL,67
TL,67
TL,52
TL,77
TL,79.5
TL,59.5
TL,51.5
TL,65.5
TL,54
TL,61
TL,63.5
TL,59
TL,55.5
TL,56.5
TL,54
TL,57
TL,56
TL,59
TL,53
TL,58
TL,67.5
TL,54
TL,59.5
TL,59.5
TL,53
TL,53
TL,59
TL,59.5
TL,55.5
TL,68
TL,54.5
TL,63
TL,61
TL,56
TL,56
TL,59
TL,57
TL,51
TL,52.5
TL,56
TL,48
TL,56
TL,64
TL,56.5
TL,65.5
TL,56
TL,65.5
TL,54
TL,73
TL,55
TL,68.5
TL,67
TL,64
TL,63
TL,64
TL,62
TL,72
TL,60.5
TL,63.5
TL,61
TL,60
TL,60.5
TL,60
TL,54
TL,69
TL,66.5
TL,63
TL,59
TL,56
TL,58.5
TL,67
TL,65.5
TL,45.5
TL,69
TL,57.5
TL,59
TL,54
TL,73
TL,67
TL,65
TL,67
TL,61
TL,54
TL,70
TL,64.5
TL,58.5
TL,56.5
TL,50
TL,52.5
TL,50
TL,61
TL,45.5
TL,57
TL,53
TL,44.5
TL,53
TL,58
TL,65
TL,68
TL,64.5
TL,52
TL,53.5
TL,63
TL,53
TL,52.5
TL,50
TL,51
TL,51
TL,62
TL,53.5
TL,59.5
TL,60
TL,67
TL,53
TL,56
TL,69
TL,54
TL,55.5
TL,71.5
TL,65.2
TL,74.1
TL,56
TL,59.5
TL,66.1
TL,61.7
TL,56.1
TL,63.6
TL,51.7
TL,49.4
TL,59.9
TL,64.7
TL,51.3
TL,57.7
TL,61.5
TL,55.5
TL,46.4
TL,50.5
TL,54.6
TL,50.5
TL,46.6
TL,55
TL,51.6
TL,55
TL,55.4
TL,50
TL,48
TL,55.1
TL,59
TL,66.1
TL,47.9
TL,65.3
TL,51.3
TL,50.3
TL,48.2
TL,49.2
TL,62.5
TL,57.5
TL,48
TL,53
TL,45.5
TL,55
TL,44
TL,54.9
TL,59.5
TL,50.2
TL,59
TL,61
TL,57.2
TL,45.1
TL,41
TL,59.9
TL,57
TL,53
TL,44.2
TL,50.1
TL,54.5
TL,49.5
TL,58
TL,50.5
TL,56.8
TL,46
TL,52.8
TL,55.8
TL,63.5
TL,58.5
TL,61.6
TL,58.3
TL,72.5
TL,71.1
TL,57.4
TL,66.3
TL,49.4
TL,50.3
TL,57.2
TL,56.1
TL,48.5
TL,62.3
TL,62.6
TL,57.5
TL,52.9
TL,58.9
TL,54.3
TL,61.5
TL,51.8
TL,51.5
TL,61.6
TL,47.6
TL,56.7
TL,51.2
TL,54.4
TL,71
TL,57.8
TL,57.2
TL,76.4
TL,62.5
TL,52.1
TL,54.8
TL,55.5
TL,50.4
TL,59.7
TL,62.5
TL,50.6
TL,62.4
TL,55.6
TL,50.9
TL,67.3
TL,62.6
TL,54.5
TL,56.7
TL,72.9
TL,56
TL,61.5
TL,53.5
TL,60.3
TL,65
TL,50.5
TL,54.4
TL,54.2
TL,62.1
TL,52.3
TL,53.5
TL,51.1
TL,52
TL,61.8
TL,59.7
TL,56.5
TL,54.6
TL,65.4
TL,61
TL,57.8
TL,59.4
TL,53.2
TL,60.3
TL,54
TL,63
TL,56.1
TL,51.5
TL,54
TL,54.4
TL,58.3
TL,54
TL,60.2
TL,63.8
TL,49.5
TL,63.5
TL,61
TL,56.3
TL,51
TL,55.7
TL,61.4
TL,62.5
TL,52.9
TL,58
TL,57.5
TL,57
TL,51.4
TL,55.7
TL,56.9
TL,51.1
TL,53.1
TL,54.2
TL,58.5
TL,62
TL,59.5
TL,61
TL,72
TL,56
TL,52
TL,60
TL,57
TL,54.5
TL,62.5
TL,68
TL,59.5
TL,70.5
TL,60
TL,67.5
TL,53.5
TL,66.5
TL,63
TL,64
TL,51
TL,57
TL,58
TL,62
TL,63
TL,59
TL,56
Sub,63
Sub,46
Sub,62
Sub,45
Sub,51
Sub,43
Sub,44
Sub,46
Sub,40
Sub,37
Sub,52
Sub,40
Sub,51
Sub,40
Sub,51
Sub,44
Sub,49
Sub,47
Sub,45
Sub,43
Sub,47
Sub,51
Sub,49
Sub,54
Sub,46
Sub,57
Sub,45
Sub,59
Sub,61
Sub,63
Sub,45
Sub,32
Sub,62
Sub,68
Sub,44
Sub,56
Sub,53
Sub,52
Sub,40
Sub,49
Sub,58
